symbol,strike,expiration,calls-oi,puts-oi,calls-vol,puts-vol,flag,P/C
FSR,5,5/17/2024,0,0,20,1,C,0.05
FSR,5,1/17/2025,0,0,247,10,C,0.04048583
FSR,5,1/16/2026,0,0,10,1,C,0.1
FSR,5,9/18/2026,0,0,4,600,P,150
FSR,5.5,1/19/2024,0,0,40,6,C,0.15
FSR,5.5,2/16/2024,0,0,2,4,P,2
FSR,5.5,4/19/2024,0,21,60,0,C,0
FSR,5.5,5/17/2024,0,0,4,4,C,1
FSR,5.5,1/17/2025,0,0,25,4,C,0.16
FSR,5.5,1/16/2026,0,0,2,11,P,5.5
FSR,5.5,9/18/2026,0,20,1,10,P,10
FSR,6,1/19/2024,0,0,1,2,P,2
FSR,6,2/16/2024,0,0,46,10,C,0.217391304
FSR,6,4/19/2024,0,0,2,2,C,1
FSR,6,5/17/2024,0,0,1,10,P,10
FSR,6,8/16/2024,0,0,83,1,C,0.012048193
FSR,7,2/16/2024,0,0,3,16,P,5.333333333
FSR,7,4/19/2024,0,0,15,15,C,1
FSR,7,5/17/2024,0,81,461,21,C,0.045553145
FSR,7,1/17/2025,0,0,510,20,C,0.039215686
FSR,7,1/16/2026,0,311,5,4,C,0.8
FSR,7,9/18/2026,0,0,14,5,C,0.357142857
FSR,7.5,1/19/2024,0,0,1,20,P,20
FSR,8,2/16/2024,0,0,6,15,P,2.5
FSR,8,4/19/2024,0,0,35,1,C,0.028571429
FSR,8,5/17/2024,0,0,2,15,P,7.5
FSR,9,1/19/2024,0,80,1,50,P,50
FSR,9,2/16/2024,0,1,1,1,C,1
FSR,9,4/19/2024,0,245,300,1,C,0.003333333
FSR,9,5/17/2024,0,2,100,2,C,0.02
FSR,10,1/19/2024,0,0,2,12,P,6
FSR,10,2/16/2024,0,0,5,4,C,0.8
FSR,10,4/19/2024,0,0,65,25,C,0.384615385
FSR,10,5/17/2024,0,0,100,4,C,0.04
FSR,10,1/17/2025,0,0,200,10,C,0.05
FSR,10,1/16/2026,0,0,1,400,P,400
FSR,11,1/19/2024,0,1,10,2,C,0.2
FSR,11,2/16/2024,304,6,40,0,C,0
FSR,11,5/17/2024,0,10,35,0,C,0
FSR,12,2/16/2024,0,,14,,C,0
FSR,12,4/19/2024,0,45,15,0,C,0
FSR,12,5/17/2024,0,,16,,C,0
FSR,12,1/17/2025,0,0,4,5,P,1.25
FSR,12,1/16/2026,0,0,10,30,P,3
FSR,12.5,1/19/2024,0,0,1,3,P,3
FSR,13,2/16/2024,0,1,10,1,C,0.1
FSR,13,5/17/2024,0,4,16,0,C,0
FSR,15,1/19/2024,0,0,1,24,P,24
FSR,15,1/17/2025,0,0,1,3,P,3
FSR,17,1/17/2025,0,0,3,2,C,0.666666667
FSR,17.5,1/19/2024,0,0,5,2,C,0.4
FSR,20,1/19/2024,0,0,3,1,C,0.333333333
FSR,22.5,1/19/2024,1644,0,1,1,C,1
FSR,25,1/19/2024,4842,318,3,1,C,0.333333333
FSR,30,1/19/2024,0,0,1,1,C,1
FSR,35,1/19/2024,0,0,2,2,C,1
GM,15,3/15/2024,0,0,1,4,P,4
GM,15,6/21/2024,17,274,5,20,P,4
GM,15,9/20/2024,0,0,1,140,P,140
GM,15,1/17/2025,0,0,1,100,P,100
GM,15,6/20/2025,62,0,4,15,P,3.75
GM,15,1/16/2026,0,0,3,105,P,35
GM,15,6/18/2026,,0,,0,C,0
GM,15,12/18/2026,0,0,0,0,C,0
GM,16,8/16/2024,,1,,1,P,#DIV/0!
GM,17,8/16/2024,,1,,1,P,#DIV/0!
GM,18,1/19/2024,11,163,10,3,C,0.3
GM,18,6/21/2024,,2064,,26,P,#DIV/0!
GM,18,10/18/2024,7,0,6,1,C,0.166666667
GM,18,1/16/2026,0,0,5,9,P,1.8
GM,18,6/18/2026,,0,,0,C,0
GM,19,1/19/2024,0,301,0,202,P,#DIV/0!
GM,19,6/21/2024,0,0,0,5,P,#DIV/0!
GM,20,1/19/2024,0,0,1,1,C,1
GM,20,2/9/2024,0,,0,,C,0
GM,20,2/16/2024,0,,4,,C,0
GM,20,3/15/2024,0,0,4,1,C,0.25
GM,20,6/21/2024,0,0,1,1,C,1
GM,20,9/20/2024,0,0,1,10,P,10
GM,20,10/18/2024,,10,,10,P,#DIV/0!
GM,20,1/17/2025,0,0,2,15,P,7.5
GM,20,6/20/2025,0,0,1,1,C,1
GM,20,1/16/2026,0,0,2,100,P,50
GM,21,1/19/2024,29,0,20,5,C,0.25
GM,21,6/21/2024,434,0,5,5,C,1
GM,21,8/16/2024,,0,,5,P,#DIV/0!
GM,22,1/19/2024,0,0,4,2,C,0.5
GM,22,6/21/2024,687,0,2,2,C,1
GM,23,1/19/2024,0,0,1,1,C,1
GM,23,3/15/2024,0,0,1,87,P,87
GM,23,6/21/2024,0,0,2,2,C,1
GM,23,8/16/2024,,0,,0,C,0
GM,23,9/20/2024,0,0,5,25,P,5
GM,23,10/18/2024,,0,,10,P,#DIV/0!
GM,23,6/20/2025,0,0,6,105,P,17.5
GM,23,1/16/2026,36,0,2,50,P,25
GM,24,1/19/2024,0,0,96,11,C,0.114583333
GM,24,3/15/2024,0,0,1,1244,P,1244
GM,24,6/21/2024,0,0,2,2,C,1
GM,24,8/16/2024,,0,,5,P,#DIV/0!
GM,25,1/19/2024,0,0,10,19,P,1.9
GM,25,2/2/2024,0,,4,,C,0
GM,25,2/16/2024,0,0,1,0,C,0
GM,25,3/15/2024,0,0,6,308,P,51.33333333
GM,25,6/21/2024,0,0,2,2502,P,1251
GM,25,8/16/2024,0,0,5,4,C,0.8
GM,25,9/20/2024,0,0,3,2,C,0.666666667
GM,25,10/18/2024,6,0,5,10,P,2
GM,25,1/17/2025,0,0,25,7,C,0.28
GM,25,6/20/2025,0,0,1,15,P,15
GM,25,1/16/2026,0,0,10,3,C,0.3
GM,25,12/18/2026,,0,,0,C,0
GM,26,1/19/2024,0,0,1,3,P,3
GM,26,1/26/2024,0,,10,,C,0
GM,26,2/9/2024,,0,,0,C,0
GM,26,2/16/2024,0,20,5,0,C,0
GM,26,3/15/2024,0,0,1,22,P,22
GM,26,5/17/2024,0,0,0,0,C,0
GM,26,6/21/2024,0,0,1,291,P,291
GM,26,8/16/2024,0,0,0,5,P,#DIV/0!
GM,27,1/19/2024,0,0,3,1,C,0.333333333
GM,27,1/26/2024,0,0,0,2,P,#DIV/0!
GM,27,2/2/2024,,0,,0,C,0
GM,27,2/9/2024,,0,,0,C,0
GM,27,2/16/2024,0,0,1,1,C,1
GM,27,3/15/2024,0,0,2500,20,C,0.008
GM,27,4/19/2024,,0,,0,C,0
GM,27,5/17/2024,0,0,0,0,C,0
GM,27,6/21/2024,0,0,2,2002,P,1001
GM,27,8/16/2024,,0,,27,P,#DIV/0!
GM,28,1/19/2024,0,0,7,10,P,1.428571429
GM,28,1/26/2024,,0,,1,P,#DIV/0!
GM,28,2/2/2024,,0,,150,P,#DIV/0!
GM,28,2/9/2024,0,0,3,10,P,3.333333333
GM,28,2/16/2024,0,0,6,4,C,0.666666667
GM,28,3/15/2024,0,0,5,4,C,0.8
GM,28,6/21/2024,0,0,15,17,P,1.133333333
GM,28,8/16/2024,0,0,2,10,P,5
GM,28,9/20/2024,0,0,3,7,P,2.333333333
GM,28,10/18/2024,0,0,1,1,C,1
GM,28,1/17/2025,0,0,131,1,C,0.007633588
GM,28,6/20/2025,0,0,1,1,C,1
GM,28,1/16/2026,0,0,2,10,P,5
GM,28,12/18/2026,,0,,0,C,0
GM,29,1/19/2024,0,0,2,3,P,1.5
GM,29,1/26/2024,0,0,1,30,P,30
GM,29,2/2/2024,0,,0,,C,0
GM,29,2/9/2024,0,0,1,0,C,0
GM,29,2/16/2024,0,0,2,2,C,1
GM,29,2/23/2024,0,,0,,C,0
GM,29,3/15/2024,0,0,7,85,P,12.14285714
GM,29,4/19/2024,,0,,0,C,0
GM,29,6/21/2024,0,0,2,1752,P,876
GM,29,8/16/2024,206,0,0,6,P,#DIV/0!
GM,30,1/19/2024,0,0,143,10,C,0.06993007
GM,30,1/26/2024,0,0,3,5,P,1.666666667
GM,30,2/2/2024,0,0,2,5,P,2.5
GM,30,2/9/2024,0,0,1,10,P,10
GM,30,2/16/2024,0,0,3,1,C,0.333333333
GM,30,2/23/2024,,0,,0,C,0
GM,30,3/15/2024,0,0,1,95,P,95
GM,30,4/19/2024,0,0,0,0,C,0
GM,30,6/21/2024,0,0,1000,113,C,0.113
GM,30,8/16/2024,0,0,50,10,C,0.2
GM,30,9/20/2024,0,0,3007,4166,P,1.385433987
GM,30,10/18/2024,0,0,188,1,C,0.005319149
GM,30,1/17/2025,0,0,192,1,C,0.005208333
GM,30,6/20/2025,0,0,1,4,P,4
GM,30,1/16/2026,0,0,10,100,P,10
GM,30.5,1/19/2024,0,0,1,15,P,15
GM,30.5,1/26/2024,,0,,0,C,0
GM,31,1/19/2024,0,0,3,430,P,143.3333333
GM,31,1/26/2024,0,0,21,66,P,3.142857143
GM,31,2/2/2024,0,0,5,2,C,0.4
GM,31,2/9/2024,0,0,0,1,P,#DIV/0!
GM,31,2/16/2024,0,0,2,50,P,25
GM,31,2/23/2024,0,0,0,0,C,0
GM,31,3/15/2024,0,0,2,40,P,20
GM,31,4/19/2024,,0,,0,C,0
GM,31,5/17/2024,,0,,0,C,0
GM,31,6/21/2024,0,0,10,1,C,0.1
GM,31,8/16/2024,0,0,4,2,C,0.5
GM,31.5,1/19/2024,0,0,0,451,P,#DIV/0!
GM,31.5,1/26/2024,0,0,0,0,C,0
GM,32,1/19/2024,0,0,30,673,P,22.43333333
GM,32,1/26/2024,0,0,4,74,P,18.5
GM,32,2/2/2024,0,0,1,30,P,30
GM,32,2/9/2024,0,0,1,24,P,24
GM,32,2/16/2024,0,0,5,32,P,6.4
GM,32,2/23/2024,0,0,0,0,C,0
GM,32,3/15/2024,0,0,6,9,P,1.5
GM,32,4/19/2024,0,0,0,0,C,0
GM,32,5/17/2024,,0,,0,C,0
GM,32,6/21/2024,0,0,1077,13,C,0.012070566
GM,32,8/16/2024,0,0,4,1,C,0.25
GM,32,10/18/2024,0,0,52,32,C,0.615384615
GM,32,6/20/2025,0,0,2,5,P,2.5
GM,32,1/16/2026,0,0,10,3,C,0.3
GM,32.5,1/19/2024,0,0,2,2,C,1
GM,32.5,1/26/2024,,0,,0,C,0
GM,33,1/19/2024,0,0,43,1122,P,26.09302326
GM,33,1/26/2024,0,0,23,25,P,1.086956522
GM,33,2/2/2024,0,0,20,11,C,0.55
GM,33,2/9/2024,0,0,10,3,C,0.3
GM,33,2/16/2024,0,0,23,108,P,4.695652174
GM,33,2/23/2024,,0,,0,C,0
GM,33,3/1/2024,,0,,0,C,0
GM,33,3/15/2024,0,0,9,1556,P,172.8888889
GM,33,4/19/2024,0,0,0,0,C,0
GM,33,6/21/2024,0,0,3,235,P,78.33333333
GM,33,8/16/2024,0,0,1,1,C,1
GM,33,9/20/2024,0,0,3,1189,P,396.3333333
GM,33,12/20/2024,,0,,0,C,0
GM,33,1/17/2025,0,0,2,7,P,3.5
GM,33,12/18/2026,,0,,0,C,0
GM,33.5,1/19/2024,0,0,3,129,P,43
GM,33.5,1/26/2024,0,0,0,0,C,0
GM,34,1/19/2024,0,0,76,169,P,2.223684211
GM,34,1/26/2024,0,0,23,114,P,4.956521739
GM,34,2/2/2024,0,0,5,437,P,87.4
GM,34,2/9/2024,0,0,1,36,P,36
GM,34,2/16/2024,0,0,124,185,P,1.491935484
GM,34,2/23/2024,0,0,1,26,P,26
GM,34,3/1/2024,0,0,0,0,C,0
GM,34,3/15/2024,0,0,3,17,P,5.666666667
GM,34,4/19/2024,0,,0,,C,0
GM,34,5/17/2024,0,0,0,0,C,0
GM,34,6/21/2024,0,0,1054,5,C,0.004743833
GM,34,8/16/2024,0,0,1,2,P,2
GM,34.5,1/19/2024,0,0,30,683,P,22.76666667
GM,34.5,1/26/2024,0,0,0,0,C,0
GM,35,1/19/2024,0,0,788,1368,P,1.736040609
GM,35,1/26/2024,0,0,10,161,P,16.1
GM,35,2/2/2024,0,0,41,1710,P,41.70731707
GM,35,2/9/2024,0,0,2,27,P,13.5
GM,35,2/16/2024,0,0,273,425,P,1.556776557
GM,35,2/23/2024,0,0,0,33,P,#DIV/0!
GM,35,3/1/2024,,0,,0,C,0
GM,35,3/15/2024,0,0,1113,104,C,0.09344115
GM,35,4/19/2024,0,0,0,0,C,0
GM,35,5/17/2024,0,0,0,0,C,0
GM,35,6/21/2024,0,0,32,1005,P,31.40625
GM,35,8/16/2024,0,0,10,25,P,2.5
GM,35,9/20/2024,0,0,2374,101,C,0.042544229
GM,35,10/18/2024,0,0,1,52,P,52
GM,35,1/17/2025,0,0,11,218,P,19.81818182
GM,35,6/20/2025,0,0,1,1,C,1
GM,35,1/16/2026,0,0,74,2,C,0.027027027
GM,35,6/18/2026,0,,0,,C,0
GM,35,12/18/2026,,0,,0,C,0
GM,35.5,1/19/2024,0,0,3123,16269,P,5.209414025
GM,35.5,1/26/2024,0,0,0,0,C,0
GM,36,1/19/2024,0,0,8477,853,C,0.100625221
GM,36,1/26/2024,0,0,800,11,C,0.01375
GM,36,2/2/2024,0,0,26,9,C,0.346153846
GM,36,2/9/2024,0,0,12,185,P,15.41666667
GM,36,2/16/2024,0,0,2025,564,C,0.278518519
GM,36,2/23/2024,0,0,18,0,C,0
GM,36,3/1/2024,0,0,0,0,C,0
GM,36,3/15/2024,0,0,1740,223,C,0.12816092
GM,36,4/19/2024,0,0,0,0,C,0
GM,36,5/17/2024,0,0,0,0,C,0
GM,36,6/21/2024,0,0,25,1821,P,72.84
GM,36,8/16/2024,0,0,1,10,P,10
GM,36.5,1/19/2024,0,0,1171,229,C,0.195559351
GM,36.5,1/26/2024,0,0,0,0,C,0
GM,37,1/19/2024,0,0,331,62,C,0.187311178
GM,37,1/26/2024,0,0,104,1,C,0.009615385
GM,37,2/2/2024,0,0,129,31,C,0.240310078
GM,37,2/9/2024,0,0,208,7,C,0.033653846
GM,37,2/16/2024,0,0,220,496,P,2.254545455
GM,37,2/23/2024,0,0,15,6,C,0.4
GM,37,3/1/2024,0,,0,,C,0
GM,37,3/15/2024,0,0,105,13,C,0.123809524
GM,37,4/19/2024,0,0,0,0,C,0
GM,37,5/17/2024,0,0,0,0,C,0
GM,37,6/21/2024,0,0,2871,48,C,0.016718913
GM,37,8/16/2024,0,0,108,11,C,0.101851852
GM,37,9/20/2024,0,0,3906,2,C,0.000512033
GM,37,10/18/2024,0,0,1,34,P,34
GM,37,6/20/2025,0,0,5,1,C,0.2
GM,37,1/16/2026,0,0,10,2,C,0.2
GM,37,12/18/2026,0,,0,,C,0
GM,37.5,1/19/2024,0,0,224,20,C,0.089285714
GM,37.5,1/26/2024,0,0,0,0,C,0
GM,38,1/19/2024,0,0,139,46,C,0.330935252
GM,38,1/26/2024,0,0,12,12,C,1
GM,38,2/2/2024,0,0,56,1,C,0.017857143
GM,38,2/9/2024,0,0,14,0,C,0
GM,38,2/16/2024,0,0,225,26,C,0.115555556
GM,38,2/23/2024,0,0,11,0,C,0
GM,38,3/1/2024,0,,0,,C,0
GM,38,3/15/2024,0,0,44,6,C,0.136363636
GM,38,4/19/2024,0,,0,,C,0
GM,38,6/21/2024,0,0,11,2,C,0.181818182
GM,38,8/16/2024,0,0,21,20,C,0.952380952
GM,38,1/17/2025,0,0,236,291,P,1.233050847
GM,38.5,1/19/2024,0,0,25,4,C,0.16
GM,38.5,1/26/2024,0,0,0,0,C,0
GM,39,1/19/2024,0,0,59,1,C,0.016949153
GM,39,1/26/2024,0,0,116,1,C,0.00862069
GM,39,2/2/2024,0,0,16,50,P,3.125
GM,39,2/9/2024,0,0,1,1,C,1
GM,39,2/16/2024,0,0,128,2,C,0.015625
GM,39,2/23/2024,0,0,0,0,C,0
GM,39,3/15/2024,0,0,22,3,C,0.136363636
GM,39,4/19/2024,0,,0,,C,0
GM,39,6/21/2024,0,0,5,3,C,0.6
GM,39,8/16/2024,0,,2,,C,0
GM,39.5,1/19/2024,0,0,10,0,C,0
GM,39.5,1/26/2024,0,,0,,C,0
GM,40,1/19/2024,0,0,8,847,P,105.875
GM,40,1/26/2024,0,0,203,35,C,0.172413793
GM,40,2/2/2024,0,0,5,0,C,0
GM,40,2/9/2024,0,,11,,C,0
GM,40,2/16/2024,0,0,66,15,C,0.227272727
GM,40,2/23/2024,0,0,4,0,C,0
GM,40,3/15/2024,0,0,18,12,C,0.666666667
GM,40,4/19/2024,0,,0,,C,0
GM,40,5/17/2024,0,,0,,C,0
GM,40,6/21/2024,0,0,585,52,C,0.088888889
GM,40,8/16/2024,0,0,2,30,P,15
GM,40,9/20/2024,0,0,10437,10,C,0.00095813
GM,40,10/18/2024,0,0,6,49,P,8.166666667
GM,40,12/20/2024,0,,0,,C,0
GM,40,1/17/2025,0,0,12,2,C,0.166666667
GM,40,6/20/2025,0,0,8,33,P,4.125
GM,40,1/16/2026,0,0,9,122,P,13.55555556
GM,40,6/18/2026,0,,0,,C,0
GM,40,12/18/2026,0,,0,,C,0
GM,40.5,1/19/2024,0,0,1,0,C,0
GM,40.5,1/26/2024,0,,0,,C,0
GM,41,1/19/2024,0,0,10,80,P,8
GM,41,1/26/2024,0,,4,,C,0
GM,41,2/2/2024,0,,1,,C,0
GM,41,2/9/2024,0,,1,,C,0
GM,41,2/16/2024,0,0,65,0,C,0
GM,41,2/23/2024,0,,0,,C,0
GM,41,3/1/2024,0,,0,,C,0
GM,41,3/15/2024,0,0,8,10,P,1.25
GM,41,4/19/2024,0,,0,,C,0
GM,41,5/17/2024,0,,0,,C,0
GM,41,6/21/2024,0,0,1,1,C,1
GM,41,8/16/2024,0,0,10,0,C,0
GM,42,1/19/2024,0,0,4,1,C,0.25
GM,42,1/26/2024,0,0,170,5,C,0.029411765
GM,42,2/2/2024,0,,2,,C,0
GM,42,2/9/2024,0,,4,,C,0
GM,42,2/16/2024,0,,45,,C,0
GM,42,2/23/2024,0,,0,,C,0
GM,42,3/15/2024,0,0,112,100,C,0.892857143
GM,42,4/19/2024,0,,0,,C,0
GM,42,6/21/2024,0,0,11,1,C,0.090909091
GM,42,8/16/2024,0,0,10,0,C,0
GM,42,9/20/2024,0,0,51,181,P,3.549019608
GM,42,10/18/2024,0,0,6,1,C,0.166666667
GM,42,1/17/2025,0,0,1219,10,C,0.008203445
GM,42,6/20/2025,0,0,9,14,P,1.555555556
GM,42,1/16/2026,0,0,11,416,P,37.81818182
GM,42,12/18/2026,0,,0,,C,0
GM,43,1/19/2024,0,2,2,1,C,0.5
GM,43,1/26/2024,11,,0,,C,0
GM,43,2/2/2024,0,,1,,C,0
GM,43,2/16/2024,0,,1,,C,0
GM,43,2/23/2024,0,,0,,C,0
GM,43,3/15/2024,0,0,5,2,C,0.4
GM,43,4/19/2024,0,,0,,C,0
GM,43,5/17/2024,0,,0,,C,0
GM,43,6/21/2024,0,0,17,0,C,0
GM,43,8/16/2024,0,0,1,0,C,0
GM,44,1/19/2024,0,0,5,3,C,0.6
GM,44,1/26/2024,0,0,1,0,C,0
GM,44,2/2/2024,0,,31,,C,0
GM,44,2/9/2024,0,,1,,C,0
GM,44,2/16/2024,0,,1,,C,0
GM,44,2/23/2024,0,,0,,C,0
GM,44,3/1/2024,0,,0,,C,0
GM,44,3/15/2024,0,0,3,1,C,0.333333333
GM,44,4/19/2024,0,,0,,C,0
GM,44,6/21/2024,0,0,1,0,C,0
GM,44,8/16/2024,0,0,20,31,P,1.55
GM,45,1/19/2024,0,0,4,5,P,1.25
GM,45,1/26/2024,0,,2,,C,0
GM,45,2/2/2024,0,,100,,C,0
GM,45,2/9/2024,0,,0,,C,0
GM,45,2/16/2024,0,0,100,0,C,0
GM,45,2/23/2024,0,,100,,C,0
GM,45,3/1/2024,0,,0,,C,0
GM,45,3/15/2024,0,0,50,175,P,3.5
GM,45,4/19/2024,0,,0,,C,0
GM,45,6/21/2024,0,0,2,4,P,2
GM,45,8/16/2024,0,0,8,1,C,0.125
GM,45,9/20/2024,0,0,1,2,P,2
GM,45,10/18/2024,0,0,2,64,P,32
GM,45,1/17/2025,0,0,34,6,C,0.176470588
GM,45,6/20/2025,0,0,1,513,P,513
GM,45,1/16/2026,0,0,10,1,C,0.1
GM,45,6/18/2026,0,,0,,C,0
GM,45,12/18/2026,0,,0,,C,0
GM,46,1/19/2024,0,5,8,0,C,0
GM,46,1/26/2024,0,,0,,C,0
GM,46,2/2/2024,0,,2,,C,0
GM,46,2/9/2024,0,,100,,C,0
GM,46,2/16/2024,0,,100,,C,0
GM,46,2/23/2024,0,,100,,C,0
GM,46,3/1/2024,0,,0,,C,0
GM,46,3/15/2024,0,0,1,0,C,0
GM,46,6/21/2024,0,,2,,C,0
GM,46,8/16/2024,0,0,1,0,C,0
GM,47,1/19/2024,0,0,2,5,P,2.5
GM,47,2/16/2024,0,,202,,C,0
GM,47,3/15/2024,0,0,1,1,C,1
GM,47,6/21/2024,0,6,16,1,C,0.0625
GM,47,8/16/2024,0,,24,,C,0
GM,47,9/20/2024,0,0,3,1,C,0.333333333
GM,47,10/18/2024,0,0,11,0,C,0
GM,47,1/17/2025,0,0,43,6,C,0.139534884
GM,47,6/20/2025,0,0,2,142,P,71
GM,47,1/16/2026,0,8,1,5,P,5
GM,47,12/18/2026,0,,0,,C,0
GM,48,1/19/2024,0,0,8,1,C,0.125
GM,48,2/16/2024,0,,0,,C,0
GM,48,3/15/2024,0,0,5,0,C,0
GM,48,4/19/2024,0,,0,,C,0
GM,48,6/21/2024,0,,1,,C,0
GM,48,8/16/2024,0,,1,,C,0
GM,49,1/19/2024,0,0,30,2,C,0.066666667
GM,49,2/16/2024,0,,0,,C,0
GM,49,3/15/2024,0,0,2,1,C,0.5
GM,49,4/19/2024,0,,0,,C,0
GM,50,1/19/2024,0,0,3,5,P,1.666666667
GM,50,2/16/2024,0,,20,,C,0
GM,50,3/15/2024,0,0,2,3,P,1.5
GM,50,4/19/2024,0,,0,,C,0
GM,50,6/21/2024,0,0,10,160,P,16
GM,50,8/16/2024,0,0,26,5,C,0.192307692
GM,50,9/20/2024,0,0,11,7,C,0.636363636
GM,50,10/18/2024,0,0,20,0,C,0
GM,50,1/17/2025,0,0,5,5,C,1
GM,50,6/20/2025,0,1,1,1,C,1
GM,50,1/16/2026,0,0,4,1,C,0.25
GM,50,12/18/2026,0,,0,,C,0
GM,52.5,1/19/2024,0,5,1,6,P,6
GM,55,1/19/2024,0,0,3,1,C,0.333333333
GM,55,3/15/2024,0,0,10,32,P,3.2
GM,55,6/21/2024,0,0,63,820,P,13.01587302
GM,55,9/20/2024,0,0,1,2,P,2
GM,55,1/17/2025,0,0,60,180,P,3
GM,55,6/20/2025,0,0,3,1,C,0.333333333
GM,57.5,1/19/2024,5496,0,3,25,P,8.333333333
GM,60,1/19/2024,0,0,2,1,C,0.5
GM,60,6/21/2024,0,0,100,2,C,0.02
GM,60,9/20/2024,0,3,1,1,C,1
GM,60,1/17/2025,0,2,102,2,C,0.019607843
GM,60,6/20/2025,0,0,108,3,C,0.027777778
GM,62.5,1/19/2024,0,1,1,1,C,1
GM,65,1/19/2024,0,2,4,2,C,0.5
GM,67.5,1/19/2024,1996,0,18,12,C,0.666666667
GM,70,1/19/2024,0,0,3,50,P,16.66666667
GM,72.5,1/19/2024,405,0,3,1,C,0.333333333
GM,75,1/19/2024,0,0,95,2,C,0.021052632
GM,80,1/19/2024,0,3,10,4,C,0.4
GM,85,1/19/2024,962,0,7,5,C,0.714285714
GM,90,1/19/2024,791,0,3,1,C,0.333333333
GM,95,1/19/2024,0,0,3,2,C,0.666666667
GME,2.5,1/19/2024,25,0,1,1000,P,1000
GME,3,4/19/2024,0,0,1,3,P,3
GME,3,6/21/2024,0,0,2,2,C,1
GME,3,7/19/2024,0,43,1,1,C,1
GME,3,10/18/2024,2,0,2,1,C,0.5
GME,3,1/17/2025,0,0,2,5,P,2.5
GME,3,6/20/2025,1,0,0,1,P,#DIV/0!
GME,3,1/16/2026,0,0,3,1,C,0.333333333
GME,3.75,1/19/2024,0,0,1,3,P,3
GME,4,4/19/2024,1,0,0,5,P,#DIV/0!
GME,4,6/21/2024,,0,,0,C,0
GME,4,7/19/2024,,0,,0,C,0
GME,5,1/19/2024,0,0,1,3,P,3
GME,5,4/19/2024,0,0,1,1,C,1
GME,5,6/21/2024,4,270,2,2,C,1
GME,5,7/19/2024,0,271,10,2,C,0.2
GME,5,10/18/2024,0,0,1,15,P,15
GME,5,1/17/2025,0,0,4,3,C,0.75
GME,5,6/20/2025,17,24,1,1,C,1
GME,5,1/16/2026,0,0,1,1,C,1
GME,6,2/16/2024,,0,,0,C,0
GME,6,4/19/2024,0,0,1,30,P,30
GME,6,6/21/2024,,0,,10,P,#DIV/0!
GME,6,7/19/2024,,0,,5,P,#DIV/0!
GME,7,1/19/2024,,0,,0,C,0
GME,7,4/19/2024,0,0,1,10,P,10
GME,7,6/21/2024,1,0,0,1,P,#DIV/0!
GME,7,7/19/2024,,0,,2,P,#DIV/0!
GME,7.5,1/19/2024,0,0,8,2,C,0.25
GME,8,1/19/2024,,0,,0,C,0
GME,8,4/19/2024,0,0,5,4,C,0.8
GME,8,6/21/2024,0,0,2,2,C,1
GME,8,7/19/2024,1,0,0,3,P,#DIV/0!
GME,8,1/17/2025,0,0,1,1,C,1
GME,8,6/20/2025,0,0,1,1,C,1
GME,8,1/16/2026,0,0,1,1,C,1
GME,9,1/19/2024,0,0,4,1,C,0.25
GME,9,2/2/2024,,0,,0,C,0
GME,9,2/16/2024,,0,,1,P,#DIV/0!
GME,9,4/19/2024,0,0,11,1,C,0.090909091
GME,9,6/21/2024,,0,,1,P,#DIV/0!
GME,9,7/19/2024,0,0,0,1,P,#DIV/0!
GME,10,1/19/2024,0,0,5,1,C,0.2
GME,10,1/26/2024,1,0,1,4,P,4
GME,10,2/2/2024,,0,,49,P,#DIV/0!
GME,10,2/16/2024,0,0,50,1,C,0.02
GME,10,2/23/2024,,0,,0,C,0
GME,10,4/19/2024,0,0,16,2,C,0.125
GME,10,6/21/2024,0,0,1,8,P,8
GME,10,7/19/2024,0,0,16,3,C,0.1875
GME,10,10/18/2024,0,0,1,3,P,3
GME,10,1/17/2025,0,0,104,10,C,0.096153846
GME,10,6/20/2025,0,0,1,2,P,2
GME,10,1/16/2026,0,0,2,4,P,2
GME,10.5,1/26/2024,,0,,1,P,#DIV/0!
GME,11,1/19/2024,0,0,0,0,C,0
GME,11,1/26/2024,0,0,1,2,P,2
GME,11,2/9/2024,,0,,0,C,0
GME,11,2/16/2024,0,0,1,1,C,1
GME,11,2/23/2024,,0,,0,C,0
GME,11,3/1/2024,,0,,0,C,0
GME,11,4/19/2024,0,0,5,13,P,2.6
GME,11,6/21/2024,0,0,1,2,P,2
GME,11,7/19/2024,0,0,1,10,P,10
GME,11.25,1/19/2024,0,0,21,10,C,0.476190476
GME,11.5,1/19/2024,0,0,0,0,C,0
GME,11.5,2/2/2024,,0,,0,C,0
GME,11.5,2/23/2024,,0,,0,C,0
GME,12,1/19/2024,0,0,1,5,P,5
GME,12,1/26/2024,0,0,5,11,P,2.2
GME,12,2/2/2024,,0,,6,P,#DIV/0!
GME,12,2/9/2024,,0,,0,C,0
GME,12,2/16/2024,0,0,12,145,P,12.08333333
GME,12,2/23/2024,,0,,1,P,#DIV/0!
GME,12,3/1/2024,,0,,0,C,0
GME,12,4/19/2024,0,0,5,39,P,7.8
GME,12,6/21/2024,0,0,2,1,C,0.5
GME,12,7/19/2024,0,0,1,1,C,1
GME,12.5,1/19/2024,0,0,19,72,P,3.789473684
GME,12.5,1/26/2024,0,0,1,21,P,21
GME,12.5,2/2/2024,0,0,0,2,P,#DIV/0!
